Driver,LapNumber,LapTime,Compound,PitStatus,SessionTime
PER,72,81.43669263202024,MEDIUM,Running,2024-05-26 13:49:12
STR,43,85.32748013273067,MEDIUM,In Lap,2024-05-26 13:49:24
ALO,42,87.31524652171132,MEDIUM,Running,2024-05-26 13:49:36
ALO,77,87.84044366980628,MEDIUM,Running,2024-05-26 13:49:48
LEC,57,84.09159951537882,SOFT,Running,2024-05-26 13:50:00
STR,67,87.95593111238617,HARD,Running,2024-05-26 13:50:12
PER,30,87.67460972370527,SOFT,Running,2024-05-26 13:50:24
STR,13,81.63379674497004,HARD,Running,2024-05-26 13:50:36
NOR,19,85.70842544337178,MEDIUM,Running,2024-05-26 13:50:48
NOR,7,85.90757258018154,SOFT,Running,2024-05-26 13:51:00
PER,9,88.23383139220694,MEDIUM,Running,2024-05-26 13:51:12
STR,54,86.01549292966514,SOFT,Running,2024-05-26 13:51:24
SAI,61,88.0087158712945,SOFT,Running,2024-05-26 13:51:36
NOR,2,84.09459296628522,MEDIUM,Running,2024-05-26 13:51:48
NOR,50,82.62351134388204,SOFT,Running,2024-05-26 13:52:00
VER,75,84.3338912622802,SOFT,Running,2024-05-26 13:52:12
STR,31,88.33857918602456,HARD,In Lap,2024-05-26 13:52:24
NOR,33,87.1666548840116,MEDIUM,Pit,2024-05-26 13:52:36
RUS,78,89.68043058055227,MEDIUM,Running,2024-05-26 13:52:48
STR,11,82.90200699826175,SOFT,Running,2024-05-26 13:53:00
ALO,33,87.37437956344841,MEDIUM,Running,2024-05-26 13:53:12
VER,7,86.85875915959215,HARD,Running,2024-05-26 13:53:24
NOR,31,84.98642987310667,HARD,Running,2024-05-26 13:53:36
VER,48,86.8966696649929,MEDIUM,In Lap,2024-05-26 13:53:48
ALO,47,85.75193665966228,MEDIUM,In Lap,2024-05-26 13:54:00
PER,78,86.3285535279747,HARD,Running,2024-05-26 13:54:12
PER,53,86.72498987580644,MEDIUM,Running,2024-05-26 13:54:24
STR,19,87.26419673145911,SOFT,Running,2024-05-26 13:54:36
ALO,6,85.65626099908873,MEDIUM,Running,2024-05-26 13:54:48
HAM,49,88.69920489830317,SOFT,Running,2024-05-26 13:55:00
HAM,73,85.11169441518878,HARD,Running,2024-05-26 13:55:12
STR,50,88.89076371723864,MEDIUM,Running,2024-05-26 13:55:24
LEC,12,83.46988092880365,HARD,Running,2024-05-26 13:55:36
VER,23,83.72689285557732,MEDIUM,Running,2024-05-26 13:55:48
VER,54,83.83228152235952,SOFT,Running,2024-05-26 13:56:00
PER,69,87.22234940710624,MEDIUM,Running,2024-05-26 13:56:12
HAM,59,84.05016926524704,HARD,Running,2024-05-26 13:56:24
PIA,36,88.18222564908638,SOFT,Running,2024-05-26 13:56:36
NOR,3,84.55234732042885,MEDIUM,Running,2024-05-26 13:56:48
NOR,58,86.21871425684708,HARD,Running,2024-05-26 13:57:00
NOR,55,86.65215754578612,HARD,Running,2024-05-26 13:57:12
PER,57,83.67166021842122,MEDIUM,Running,2024-05-26 13:57:24
ALO,17,82.99660781381453,HARD,Running,2024-05-26 13:57:36
SAI,39,86.00918976006152,SOFT,Running,2024-05-26 13:57:48
HAM,68,85.00096506558157,MEDIUM,Running,2024-05-26 13:58:00
HAM,55,86.39720821419156,SOFT,Running,2024-05-26 13:58:12
PIA,45,83.07781545725165,HARD,Pit,2024-05-26 13:58:24
VER,76,84.85783709776959,HARD,Running,2024-05-26 13:58:36
LEC,1,85.17269224513457,HARD,Running,2024-05-26 13:58:48
STR,21,81.11255447440693,SOFT,Running,2024-05-26 13:59:00
VER,21,87.2918230877229,HARD,Running,2024-05-26 13:59:12
ALO,52,84.13660467879103,MEDIUM,Pit,2024-05-26 13:59:24
STR,43,88.19849041501067,MEDIUM,Running,2024-05-26 13:59:36
HAM,52,84.25290470775454,HARD,Running,2024-05-26 13:59:48
ALO,67,84.56161187521269,MEDIUM,Pit,2024-05-26 14:00:00
STR,44,83.26455818659115,SOFT,Running,2024-05-26 14:00:12
PIA,32,87.56390291595947,SOFT,Running,2024-05-26 14:00:24
PIA,10,86.31749132911835,HARD,Running,2024-05-26 14:00:36
RUS,64,88.02024428003851,MEDIUM,Running,2024-05-26 14:00:48
SAI,69,85.12677181181098,MEDIUM,Running,2024-05-26 14:01:00
PIA,68,85.42491165579045,HARD,Running,2024-05-26 14:01:12
HAM,28,82.4723761828134,SOFT,Pit,2024-05-26 14:01:24
LEC,53,84.37672012163489,HARD,Running,2024-05-26 14:01:36
NOR,51,85.80689757858111,MEDIUM,Running,2024-05-26 14:01:48
RUS,53,86.19696150743953,MEDIUM,Running,2024-05-26 14:02:00
NOR,4,88.78308745194948,HARD,Running,2024-05-26 14:02:12
SAI,17,82.16829511876395,SOFT,Running,2024-05-26 14:02:24
STR,67,85.91301855144698,SOFT,Running,2024-05-26 14:02:36
PER,74,84.82277290302486,HARD,Running,2024-05-26 14:02:48
PIA,47,85.6359064678289,MEDIUM,Running,2024-05-26 14:03:00
LEC,56,85.6848892523584,SOFT,Running,2024-05-26 14:03:12
SAI,23,85.15586778794957,HARD,Pit,2024-05-26 14:03:24
NOR,18,83.46040574735977,MEDIUM,In Lap,2024-05-26 14:03:36
RUS,1,83.1262010570889,SOFT,Running,2024-05-26 14:03:48
PIA,35,85.02315878736631,SOFT,Pit,2024-05-26 14:04:00
HAM,64,82.94288850537308,HARD,Running,2024-05-26 14:04:12
PIA,58,85.29677229755721,MEDIUM,Running,2024-05-26 14:04:24
RUS,59,85.04393500414994,SOFT,Running,2024-05-26 14:04:36
RUS,1,81.08993645692225,HARD,Running,2024-05-26 14:04:48
PER,3,88.98050353711056,SOFT,Running,2024-05-26 14:05:00
PIA,67,85.63906379906265,MEDIUM,Running,2024-05-26 14:05:12
PIA,37,81.11269774768583,SOFT,Running,2024-05-26 14:05:24
PER,29,85.94483927797594,MEDIUM,Running,2024-05-26 14:05:36
ALO,33,85.13389922516724,SOFT,Running,2024-05-26 14:05:48
ALO,61,83.1280217585028,SOFT,Running,2024-05-26 14:06:00
STR,4,86.05674529339366,HARD,Running,2024-05-26 14:06:12
ALO,14,83.80412306065871,SOFT,Running,2024-05-26 14:06:24
VER,33,85.8474587318984,MEDIUM,Running,2024-05-26 14:06:36
PIA,22,84.2372825878995,HARD,Running,2024-05-26 14:06:48
LEC,48,83.86995758853602,MEDIUM,Running,2024-05-26 14:07:00
PIA,3,85.47203907353625,MEDIUM,Running,2024-05-26 14:07:12
VER,23,82.58023263929316,HARD,Running,2024-05-26 14:07:24
VER,68,85.3514329939018,MEDIUM,Running,2024-05-26 14:07:36
NOR,21,86.68305680042339,SOFT,In Lap,2024-05-26 14:07:48
PIA,43,87.78709942332398,HARD,Running,2024-05-26 14:08:00
SAI,26,87.45942278518946,SOFT,Running,2024-05-26 14:08:12
VER,41,87.93599492853959,SOFT,Running,2024-05-26 14:08:24
LEC,38,84.6815147527867,MEDIUM,Running,2024-05-26 14:08:36
PER,11,83.65565564729134,MEDIUM,Running,2024-05-26 14:08:48
STR,29,86.96764145088638,SOFT,Running,2024-05-26 14:09:00
NOR,60,84.56959198622117,HARD,Running,2024-05-26 14:09:12
PER,67,85.5112721044684,SOFT,Running,2024-05-26 14:09:24
NOR,65,86.84436061950369,SOFT,Running,2024-05-26 14:09:36
LEC,61,89.13797598669693,MEDIUM,Running,2024-05-26 14:09:48
RUS,19,86.45184091821248,MEDIUM,Running,2024-05-26 14:10:00
PIA,46,85.86918536841117,SOFT,Running,2024-05-26 14:10:12
HAM,49,83.48200040881734,SOFT,Running,2024-05-26 14:10:24
SAI,22,87.60483976240565,MEDIUM,Running,2024-05-26 14:10:36
PER,78,86.2355571494186,SOFT,Running,2024-05-26 14:10:48
PIA,57,84.87514445370402,MEDIUM,Running,2024-05-26 14:11:00
SAI,14,84.68924696254903,SOFT,Running,2024-05-26 14:11:12
RUS,44,84.76764728230798,HARD,Running,2024-05-26 14:11:24
HAM,16,85.57913736500083,HARD,Running,2024-05-26 14:11:36
SAI,77,82.87378738835375,SOFT,Pit,2024-05-26 14:11:48
SAI,12,87.69244104849535,MEDIUM,Running,2024-05-26 14:12:00
PER,55,87.36241211514982,SOFT,Running,2024-05-26 14:12:12
ALO,51,85.19852096722717,SOFT,Running,2024-05-26 14:12:24
HAM,39,84.77163093083371,MEDIUM,Running,2024-05-26 14:12:36
PIA,33,85.45828013138726,SOFT,Running,2024-05-26 14:12:48
RUS,33,85.76381128605577,MEDIUM,Running,2024-05-26 14:13:00
HAM,29,84.95982594704624,SOFT,Running,2024-05-26 14:13:12
LEC,69,87.29835310796922,MEDIUM,Running,2024-05-26 14:13:24
ALO,70,82.93660529218458,SOFT,Running,2024-05-26 14:13:36
LEC,31,84.21851489411748,HARD,Running,2024-05-26 14:13:48
RUS,31,86.8954355853553,MEDIUM,Running,2024-05-26 14:14:00
PER,46,86.08369777646196,HARD,Running,2024-05-26 14:14:12
PER,77,84.27682574926492,MEDIUM,Running,2024-05-26 14:14:24
RUS,52,86.22084324005465,MEDIUM,Running,2024-05-26 14:14:36
NOR,10,84.07267119884443,MEDIUM,Running,2024-05-26 14:14:48
RUS,74,84.94179150459739,MEDIUM,Running,2024-05-26 14:15:00
ALO,41,87.37869410197642,SOFT,Running,2024-05-26 14:15:12
VER,77,87.17955043871733,SOFT,Running,2024-05-26 14:15:24
PER,3,86.01882616397506,MEDIUM,Running,2024-05-26 14:15:36
STR,59,83.60793173294412,SOFT,Running,2024-05-26 14:15:48
ALO,52,84.82022072982942,MEDIUM,Running,2024-05-26 14:16:00
ALO,34,85.67363815705687,MEDIUM,Running,2024-05-26 14:16:12
ALO,49,88.11975849851748,HARD,Running,2024-05-26 14:16:24
SAI,28,82.29173501944312,MEDIUM,Running,2024-05-26 14:16:36
ALO,13,83.93014071558025,MEDIUM,Running,2024-05-26 14:16:48
PER,69,87.53148610581992,SOFT,Running,2024-05-26 14:17:00
VER,67,87.9483007400292,MEDIUM,Running,2024-05-26 14:17:12
VER,61,85.37451527289996,MEDIUM,In Lap,2024-05-26 14:17:24
ALO,60,88.26912133420184,HARD,Running,2024-05-26 14:17:36
LEC,71,84.17993192204143,SOFT,Running,2024-05-26 14:17:48
PER,24,82.78336907268549,SOFT,Running,2024-05-26 14:18:00
PER,63,86.92241449622243,HARD,Running,2024-05-26 14:18:12
HAM,61,87.83046883730195,MEDIUM,Running,2024-05-26 14:18:24
PIA,23,87.80045254556784,HARD,Running,2024-05-26 14:18:36
NOR,30,83.94579970881736,SOFT,Running,2024-05-26 14:18:48
NOR,60,85.8588837530742,HARD,Running,2024-05-26 14:19:00
LEC,18,87.01167248452808,SOFT,Running,2024-05-26 14:19:12
NOR,56,86.04175988381705,HARD,Running,2024-05-26 14:19:24
HAM,53,88.10344207646305,MEDIUM,Running,2024-05-26 14:19:36
RUS,7,84.7709174570377,MEDIUM,Running,2024-05-26 14:19:48
NOR,69,85.37289154142128,SOFT,Running,2024-05-26 14:20:00
PER,72,85.9251428307099,HARD,Running,2024-05-26 14:20:12
RUS,52,86.99859745062516,SOFT,Running,2024-05-26 14:20:24
NOR,4,85.14997248383675,MEDIUM,Running,2024-05-26 14:20:36
PER,34,87.16938145908014,SOFT,Running,2024-05-26 14:20:48
PER,69,88.3883244744989,MEDIUM,Pit,2024-05-26 14:21:00
ALO,33,84.567471925677,SOFT,Running,2024-05-26 14:21:12
VER,69,85.20361311652218,HARD,Running,2024-05-26 14:21:24
LEC,38,87.24196726519708,MEDIUM,Running,2024-05-26 14:21:36
HAM,26,88.96955107344674,SOFT,Running,2024-05-26 14:21:48
SAI,1,86.64472671368601,MEDIUM,Running,2024-05-26 14:22:00
PIA,4,84.08477471393842,HARD,Running,2024-05-26 14:22:12
NOR,39,85.85671008550162,MEDIUM,Running,2024-05-26 14:22:24
NOR,54,87.22834803317788,HARD,Running,2024-05-26 14:22:36
RUS,33,84.03737657872882,MEDIUM,Pit,2024-05-26 14:22:48
RUS,33,83.55891563398924,HARD,Running,2024-05-26 14:23:00
PIA,72,84.87903057019868,MEDIUM,Running,2024-05-26 14:23:12
NOR,20,86.68734038718947,HARD,Running,2024-05-26 14:23:24
STR,16,83.0354143574843,SOFT,Running,2024-05-26 14:23:36
HAM,21,84.25245818219116,SOFT,Running,2024-05-26 14:23:48
NOR,45,85.99258779326522,MEDIUM,Running,2024-05-26 14:24:00
VER,62,87.46293375656786,HARD,Running,2024-05-26 14:24:12
PIA,31,86.02237933757178,SOFT,Running,2024-05-26 14:24:24
STR,42,86.17443261107884,MEDIUM,Running,2024-05-26 14:24:36
HAM,12,87.30885909428957,SOFT,Running,2024-05-26 14:24:48
NOR,65,88.37506405885736,HARD,Running,2024-05-26 14:25:00
SAI,73,88.17392139635785,MEDIUM,Running,2024-05-26 14:25:12
ALO,3,81.82554912707764,HARD,Running,2024-05-26 14:25:24
VER,9,85.67650424244218,HARD,Running,2024-05-26 14:25:36
SAI,51,87.14252855595255,HARD,Running,2024-05-26 14:25:48
RUS,16,88.55961611583824,SOFT,Running,2024-05-26 14:26:00
RUS,78,86.65377590013343,MEDIUM,Running,2024-05-26 14:26:12
NOR,3,83.9534646638512,HARD,Running,2024-05-26 14:26:24
RUS,24,84.19137683681356,SOFT,Running,2024-05-26 14:26:36
VER,73,84.24174283032706,HARD,Running,2024-05-26 14:26:48
HAM,13,86.0535339862511,SOFT,Pit,2024-05-26 14:27:00
PER,2,84.63632030707598,MEDIUM,Running,2024-05-26 14:27:12
LEC,71,80.01960810286839,MEDIUM,Running,2024-05-26 14:27:24
PIA,21,83.37907977492881,MEDIUM,Running,2024-05-26 14:27:36
HAM,19,84.70035158126556,MEDIUM,Running,2024-05-26 14:27:48
PER,47,83.04753151814123,HARD,Running,2024-05-26 14:28:00
STR,22,83.31564699343656,SOFT,Running,2024-05-26 14:28:12
VER,75,89.19174713488326,MEDIUM,Running,2024-05-26 14:28:24
SAI,33,85.48448059050409,HARD,Pit,2024-05-26 14:28:36
PER,32,84.80499352311871,MEDIUM,Running,2024-05-26 14:28:48
VER,64,86.70121816990567,MEDIUM,Running,2024-05-26 14:29:00
ALO,39,87.56292496077069,MEDIUM,Running,2024-05-26 14:29:12
SAI,72,89.53310819601916,SOFT,Running,2024-05-26 14:29:24
RUS,42,88.5696714324542,SOFT,Running,2024-05-26 14:29:36
RUS,9,86.28265589332501,SOFT,Running,2024-05-26 14:29:48
SAI,25,82.74094577938223,MEDIUM,Running,2024-05-26 14:30:00
STR,2,83.69553171346742,HARD,Running,2024-05-26 14:30:12
STR,19,84.77665479598534,HARD,Running,2024-05-26 14:30:24
STR,20,86.41181376912492,HARD,Running,2024-05-26 14:30:36
PER,70,85.66976973830117,MEDIUM,Running,2024-05-26 14:30:48
PIA,17,82.8485518705588,SOFT,Running,2024-05-26 14:31:00
PER,68,82.52684815019308,HARD,Running,2024-05-26 14:31:12
NOR,3,85.96621449645073,MEDIUM,Running,2024-05-26 14:31:24
LEC,51,85.71607299062896,MEDIUM,Running,2024-05-26 14:31:36
SAI,26,85.12222163829928,HARD,Running,2024-05-26 14:31:48
HAM,56,86.36926689727217,HARD,Running,2024-05-26 14:32:00
LEC,64,87.74426242961027,MEDIUM,Running,2024-05-26 14:32:12
ALO,8,86.05812408599849,HARD,Running,2024-05-26 14:32:24
PER,37,83.80502936136432,MEDIUM,Running,2024-05-26 14:32:36
PER,27,88.9473953442059,HARD,Running,2024-05-26 14:32:48
VER,45,85.18264473127799,SOFT,Running,2024-05-26 14:33:00
LEC,4,85.58999573926955,MEDIUM,Running,2024-05-26 14:33:12
VER,37,84.32341553101267,SOFT,Running,2024-05-26 14:33:24
HAM,71,83.56605561240609,HARD,Running,2024-05-26 14:33:36
VER,33,83.71261016357089,MEDIUM,Running,2024-05-26 14:33:48
LEC,31,83.3169703552766,HARD,Running,2024-05-26 14:34:00
SAI,55,80.08210605559695,MEDIUM,Running,2024-05-26 14:34:12
ALO,12,85.21873249405782,HARD,Running,2024-05-26 14:34:24
PER,11,87.48422793989238,SOFT,Running,2024-05-26 14:34:36
HAM,72,83.72823761983194,SOFT,Running,2024-05-26 14:34:48
PER,32,90.1070782010149,HARD,Running,2024-05-26 14:35:00
NOR,57,87.9954800531051,SOFT,Running,2024-05-26 14:35:12
ALO,38,85.4671970979527,SOFT,Running,2024-05-26 14:35:24
PIA,60,83.50005272091968,HARD,Running,2024-05-26 14:35:36
VER,19,82.62522381369668,MEDIUM,Running,2024-05-26 14:35:48
RUS,56,85.29536938465961,HARD,In Lap,2024-05-26 14:36:00
LEC,14,85.62261716432783,MEDIUM,Running,2024-05-26 14:36:12
PER,33,85.13210319457241,SOFT,Running,2024-05-26 14:36:24
VER,10,87.42478161652676,SOFT,Running,2024-05-26 14:36:36
HAM,64,88.1947477732324,SOFT,Running,2024-05-26 14:36:48
PER,64,86.35081300479634,SOFT,Running,2024-05-26 14:37:00
PIA,62,86.4476387518582,SOFT,Running,2024-05-26 14:37:12
ALO,68,84.93200052805386,MEDIUM,Running,2024-05-26 14:37:24
ALO,43,85.49114746488007,MEDIUM,In Lap,2024-05-26 14:37:36
PER,59,86.24094021613323,MEDIUM,In Lap,2024-05-26 14:37:48
HAM,52,84.92987130702096,HARD,Running,2024-05-26 14:38:00
ALO,19,86.68952490743901,SOFT,Running,2024-05-26 14:38:12
ALO,21,83.59888371257198,SOFT,Running,2024-05-26 14:38:24
PIA,22,84.18203588646031,SOFT,Running,2024-05-26 14:38:36
LEC,9,83.61555642658118,HARD,Running,2024-05-26 14:38:48
HAM,9,84.29648019484416,HARD,Running,2024-05-26 14:39:00
HAM,73,84.982888394478,HARD,Running,2024-05-26 14:39:12
SAI,27,87.35236404603718,SOFT,Running,2024-05-26 14:39:24
SAI,17,85.57457792752258,MEDIUM,Pit,2024-05-26 14:39:36
ALO,44,83.18824608278685,HARD,Running,2024-05-26 14:39:48
RUS,45,82.9764711589676,HARD,Running,2024-05-26 14:40:00
SAI,8,84.75120444794833,MEDIUM,Running,2024-05-26 14:40:12
ALO,18,87.00192185396021,HARD,Running,2024-05-26 14:40:24
STR,33,88.02535850063035,MEDIUM,Running,2024-05-26 14:40:36
NOR,1,82.63662300551485,SOFT,Running,2024-05-26 14:40:48
NOR,76,86.1702344360461,MEDIUM,Running,2024-05-26 14:41:00
HAM,6,84.77662956934334,MEDIUM,In Lap,2024-05-26 14:41:12
RUS,41,84.91640258713767,SOFT,Running,2024-05-26 14:41:24
PIA,55,83.58436461796285,HARD,Running,2024-05-26 14:41:36
LEC,5,85.10388615458476,SOFT,Running,2024-05-26 14:41:48
SAI,59,83.50347697220347,HARD,Running,2024-05-26 14:42:00
STR,18,85.02146833772817,HARD,Running,2024-05-26 14:42:12
ALO,49,87.56686411665217,MEDIUM,Running,2024-05-26 14:42:24
RUS,65,86.63622753598086,SOFT,Running,2024-05-26 14:42:36
HAM,54,88.94475289924016,MEDIUM,Running,2024-05-26 14:42:48
SAI,61,86.4474430134636,SOFT,Running,2024-05-26 14:43:00
RUS,8,85.81413252509425,SOFT,Running,2024-05-26 14:43:12
SAI,3,86.4952120935223,MEDIUM,Running,2024-05-26 14:43:24
LEC,25,84.10356329505245,HARD,Running,2024-05-26 14:43:36
LEC,69,81.74514897223067,HARD,Running,2024-05-26 14:43:48
PIA,55,86.93310807263533,SOFT,Running,2024-05-26 14:44:00
NOR,40,82.26840764747328,HARD,Running,2024-05-26 14:44:12
VER,50,87.51888189953564,MEDIUM,Running,2024-05-26 14:44:24
VER,33,86.85146473801527,MEDIUM,Running,2024-05-26 14:44:36
SAI,18,83.97086193772121,MEDIUM,Running,2024-05-26 14:44:48
PIA,57,84.71503860637993,SOFT,Running,2024-05-26 14:45:00
VER,16,85.47923050897656,SOFT,Running,2024-05-26 14:45:12
HAM,38,83.84009162864339,HARD,In Lap,2024-05-26 14:45:24
VER,41,86.47293634082814,MEDIUM,Running,2024-05-26 14:45:36
PER,7,86.63160560684794,MEDIUM,Running,2024-05-26 14:45:48
ALO,78,82.90266940773587,SOFT,Running,2024-05-26 14:46:00
PIA,53,84.01840378719207,SOFT,Running,2024-05-26 14:46:12
HAM,63,85.43374767724855,SOFT,Running,2024-05-26 14:46:24
RUS,32,87.5530445957467,MEDIUM,Running,2024-05-26 14:46:36
HAM,38,86.67411299216646,MEDIUM,Running,2024-05-26 14:46:48
NOR,22,81.30434705725322,HARD,Running,2024-05-26 14:47:00
RUS,16,84.97441048011152,MEDIUM,Running,2024-05-26 14:47:12
STR,52,86.3508125106062,HARD,Running,2024-05-26 14:47:24
ALO,29,84.06007232858468,HARD,Running,2024-05-26 14:47:36
ALO,16,83.92065776028271,MEDIUM,Running,2024-05-26 14:47:48
ALO,76,84.15548157062105,HARD,In Lap,2024-05-26 14:48:00
ALO,17,84.94564117483598,HARD,Running,2024-05-26 14:48:12
SAI,64,83.73763184278245,SOFT,Running,2024-05-26 14:48:24
ALO,13,86.6878746655093,MEDIUM,Running,2024-05-26 14:48:36
ALO,72,83.95073735559842,HARD,Running,2024-05-26 14:48:48
ALO,56,83.63491426443255,HARD,Running,2024-05-26 14:49:00
PIA,5,84.78235457994793,HARD,Running,2024-05-26 14:49:12
SAI,12,88.16204979728565,MEDIUM,Running,2024-05-26 14:49:24
LEC,41,86.44550376328341,SOFT,Running,2024-05-26 14:49:36
HAM,3,86.55995490201133,SOFT,Running,2024-05-26 14:49:48
HAM,33,86.0152522883414,MEDIUM,Running,2024-05-26 14:50:00
RUS,50,83.79543429984064,MEDIUM,Running,2024-05-26 14:50:12
PIA,56,84.34788158951906,MEDIUM,Running,2024-05-26 14:50:24
PER,9,84.0420073241039,MEDIUM,Running,2024-05-26 14:50:36
HAM,50,87.46480800339353,SOFT,Running,2024-05-26 14:50:48
VER,29,86.03160611630899,HARD,Running,2024-05-26 14:51:00
PER,39,82.49884973514833,HARD,Running,2024-05-26 14:51:12
ALO,45,88.11477554109244,MEDIUM,Running,2024-05-26 14:51:24
ALO,17,84.90248742399973,MEDIUM,Running,2024-05-26 14:51:36
SAI,56,86.6760804261364,HARD,Running,2024-05-26 14:51:48
PER,46,87.39420829208355,SOFT,Running,2024-05-26 14:52:00
VER,67,80.88827636977776,MEDIUM,Running,2024-05-26 14:52:12
SAI,69,86.3182758731039,MEDIUM,Running,2024-05-26 14:52:24
RUS,14,85.04536308292315,SOFT,Running,2024-05-26 14:52:36
PER,67,81.14059440489298,SOFT,Running,2024-05-26 14:52:48
PIA,23,83.46145123345373,SOFT,Running,2024-05-26 14:53:00
ALO,61,84.68170462505712,MEDIUM,Running,2024-05-26 14:53:12
ALO,23,87.0221724781808,SOFT,Running,2024-05-26 14:53:24
NOR,27,85.18277168997835,MEDIUM,Running,2024-05-26 14:53:36
SAI,54,85.76661836581039,MEDIUM,Running,2024-05-26 14:53:48
LEC,10,84.85896894688833,SOFT,Running,2024-05-26 14:54:00
LEC,77,87.45822769375047,HARD,Running,2024-05-26 14:54:12
SAI,16,86.43785608190557,SOFT,Running,2024-05-26 14:54:24
PIA,41,85.7931398672112,HARD,Running,2024-05-26 14:54:36
STR,55,83.44236059784673,SOFT,Running,2024-05-26 14:54:48
SAI,61,85.71571094723588,SOFT,Running,2024-05-26 14:55:00
PIA,49,90.50736924968264,MEDIUM,Running,2024-05-26 14:55:12
RUS,73,86.93148111569877,MEDIUM,Running,2024-05-26 14:55:24
ALO,52,84.16918298946153,MEDIUM,Running,2024-05-26 14:55:36
VER,2,88.83442780238411,MEDIUM,Running,2024-05-26 14:55:48
STR,50,84.08989148137688,MEDIUM,Running,2024-05-26 14:56:00
PER,43,86.78574727327982,MEDIUM,Running,2024-05-26 14:56:12
STR,77,85.41684030464772,MEDIUM,Running,2024-05-26 14:56:24
VER,8,85.827832355362,HARD,Running,2024-05-26 14:56:36
NOR,59,85.8938934926876,HARD,Running,2024-05-26 14:56:48
ALO,65,85.05437683245913,MEDIUM,Running,2024-05-26 14:57:00
LEC,12,84.79918852619102,HARD,Running,2024-05-26 14:57:12
PIA,4,83.12969864778631,SOFT,Running,2024-05-26 14:57:24
SAI,77,83.47496574562103,HARD,Running,2024-05-26 14:57:36
SAI,41,86.10113465870079,MEDIUM,Pit,2024-05-26 14:57:48
LEC,7,84.27111423092386,HARD,Running,2024-05-26 14:58:00
STR,69,83.86198220078117,SOFT,Running,2024-05-26 14:58:12
ALO,69,90.58918302105843,HARD,Running,2024-05-26 14:58:24
HAM,30,89.98082176549423,MEDIUM,Running,2024-05-26 14:58:36
PIA,73,86.5454833703633,SOFT,Running,2024-05-26 14:58:48
RUS,6,86.79872112855988,SOFT,Running,2024-05-26 14:59:00
VER,19,84.03765004608628,HARD,Running,2024-05-26 14:59:12
STR,66,83.36656631051176,SOFT,Pit,2024-05-26 14:59:24
PER,10,84.88739551303115,SOFT,Running,2024-05-26 14:59:36
NOR,16,85.50053379769419,SOFT,Running,2024-05-26 14:59:48
SAI,37,86.78353960716531,MEDIUM,Running,2024-05-26 15:00:00
STR,77,82.20539429808028,SOFT,Running,2024-05-26 15:00:12
NOR,77,89.36504490221189,HARD,Running,2024-05-26 15:00:24
VER,32,85.94644449003397,HARD,Running,2024-05-26 15:00:36
SAI,47,82.70874593901263,SOFT,Running,2024-05-26 15:00:48
SAI,72,85.78345463162795,HARD,Running,2024-05-26 15:01:00
HAM,43,83.8755884464313,SOFT,Running,2024-05-26 15:01:12
STR,36,83.74942782586214,HARD,Running,2024-05-26 15:01:24
ALO,26,83.58767660308595,SOFT,In Lap,2024-05-26 15:01:36
LEC,10,85.0383252687255,SOFT,Running,2024-05-26 15:01:48
LEC,31,89.28488824335751,SOFT,In Lap,2024-05-26 15:02:00
RUS,29,85.6667976095594,MEDIUM,Running,2024-05-26 15:02:12
PER,5,86.74900165067386,HARD,Running,2024-05-26 15:02:24
NOR,77,87.18932570729666,SOFT,Running,2024-05-26 15:02:36
STR,1,85.23943860859346,MEDIUM,Running,2024-05-26 15:02:48
PIA,3,83.4101639668056,MEDIUM,Running,2024-05-26 15:03:00
PER,67,82.6222649698509,SOFT,Running,2024-05-26 15:03:12
HAM,71,84.80258606939971,SOFT,Running,2024-05-26 15:03:24
SAI,35,87.55908536408751,SOFT,Running,2024-05-26 15:03:36
ALO,15,87.18370587008933,SOFT,Running,2024-05-26 15:03:48
STR,67,85.961485130447,SOFT,Running,2024-05-26 15:04:00
PER,30,86.19998150980568,HARD,Running,2024-05-26 15:04:12
PER,75,85.25371615119768,SOFT,Running,2024-05-26 15:04:24
ALO,43,84.63333241118161,SOFT,Running,2024-05-26 15:04:36
RUS,60,84.17126955806302,HARD,Running,2024-05-26 15:04:48
NOR,40,82.85138956025668,MEDIUM,Running,2024-05-26 15:05:00
NOR,65,88.73482646992521,HARD,Running,2024-05-26 15:05:12
PER,29,85.8080177411532,MEDIUM,Running,2024-05-26 15:05:24
VER,74,84.70356253981723,MEDIUM,Running,2024-05-26 15:05:36
PER,19,88.77809976442647,HARD,Running,2024-05-26 15:05:48
PER,3,89.12156837537206,SOFT,Running,2024-05-26 15:06:00
ALO,36,90.44128503541508,MEDIUM,Running,2024-05-26 15:06:12
SAI,43,85.05301059299177,SOFT,Running,2024-05-26 15:06:24
ALO,15,85.68941539100297,HARD,Running,2024-05-26 15:06:36
STR,41,86.67172066049066,MEDIUM,Running,2024-05-26 15:06:48
PER,36,88.49193323984599,SOFT,Running,2024-05-26 15:07:00
NOR,77,85.61164172032211,MEDIUM,In Lap,2024-05-26 15:07:12
PIA,33,83.72996125733754,MEDIUM,Running,2024-05-26 15:07:24
NOR,5,84.1439167546187,HARD,Running,2024-05-26 15:07:36
LEC,78,87.61937660889998,SOFT,Running,2024-05-26 15:07:48
RUS,14,86.61786334767838,SOFT,Running,2024-05-26 15:08:00
HAM,68,85.18876179751713,MEDIUM,Running,2024-05-26 15:08:12
